created_at,timestamp,emoji,test,question_number,field,comment,image_url
2025-09-13T10:38:05.236000-03:00,02:10,☑️,UNICAMP 2025,Q22,Interpretação de Texto,,
2025-09-13T10:35:36.031000-03:00,01:35,✅,UNICAMP 2025,Q21,Interpretação de Texto,,
2025-09-13T10:26:27.654000-03:00,02:30,❌,UNICAMP 2025,Q20,Interpretação de Texto/Gramática,,
2025-09-13T10:23:39.882000-03:00,01:04,✅,UNICAMP 2025,Q19,Interpretação de Texto,,
2025-09-13T10:20:19.634000-03:00,03:44,❌,UNICAMP 2025,Q18,Interpretação de Texto,,
2025-09-13T10:15:33.135000-03:00,07:01,❌,UNICAMP 2025,Q17,Interpretação de Texto/Análise de Gráfico,,
2025-09-13T10:07:52.456000-03:00,01:26,❌,UNICAMP 2025,Q16,Interpretação de Texto,,
2025-09-12T17:03:08.065000-03:00,01:20,✅,UNICAMP 2025,Q15,Interpretação de Texto,,
2025-09-12T17:01:27.193000-03:00,01:16,✅,UNICAMP 2025,Q14,Elétrica,,
2025-09-12T16:58:13.296000-03:00,00:56,✅,UNICAMP 2025,Q13,Elétrica,,
2025-09-11T14:45:38.162000-03:00,00:24,✅,SAS 6 2020,Q139,Matemática Básica,,
2025-09-11T10:31:02.999000-03:00,06:30,✅,UNICAMP 2025,Q12,Análise de Gráfico/Termodinâmica,,
2025-09-11T10:23:57.633000-03:00,03:30,✅,UNICAMP 2025,Q11,Óptica,,
2025-09-11T10:19:55.598000-03:00,09:17,✅,UNICAMP 2025,Q10,Forças/Análise de Gráfico,,
2025-09-11T10:06:01.357000-03:00,06:23,❌,UNICAMP 2025,Q07,Geografia,,
2025-09-11T08:36:46.221000-03:00,04:23,✅,UNICAMP 2025,Q09,Cinemática,,
2025-09-11T08:26:50.102000-03:00,04:00,✅,UNICAMP 2025,Q08,Cinemática,,
2025-09-11T08:20:04.893000-03:00,02:45,✅,UNICAMP 2025,Q06,Interpretação de Texto/Geografia,,
2025-09-11T08:13:48.509000-03:00,05:20,☑️,UNICAMP 2025,Q05,Geografia/Termodinâmica,,
2025-09-10T18:46:14.662000-03:00,00:44,✅,UNICAMP 2025,Q04,Geografia,"escudos cristalinos foram formados em extrema alta pressão e apresentam jazidas de minerais metálicos, originados de rochas ígneas e metamórficas",
2025-09-10T18:43:31.328000-03:00,01:56,✅,UNICAMP 2025,Q03,Geografia,,
2025-09-10T18:41:03.368000-03:00,00:23,✅,UNICAMP 2025,Q02,Interpretação de Texto,,
2025-09-10T18:39:59.004000-03:00,03:51,✅,UNICAMP 2025,Q01,Matemática Básica/Escalas,,
2025-09-09T22:28:31.815000-03:00,00:45,✅,ENEM 2025,Q112,Ondas,,
2025-09-08T22:42:16.689000-03:00,01:08,❌,SAS 0000,Q134,Termodinâmica,adiabática é quando não tem troca de calor,
2025-09-08T22:37:10.452000-03:00,00:52,❌,POLIEDRO 1 2023,Q81,Interpretação de Texto,,
2025-09-07T11:55:48.804000-03:00,01:36,✅,FUVEST 2018,Q90,Interpretação de Texto,,
2025-09-07T11:54:19.973000-03:00,02:13,❌,FUVEST 2018,Q89,Interpretação de Texto,,
2025-09-07T11:47:38.566000-03:00,00:42,✅,FUVEST 2018,Q88,Interpretação de Texto,,
2025-09-07T11:46:40.037000-03:00,00:37,✅,FUVEST 2018,Q87,Interpretação de Texto,,
2025-09-07T11:45:47.882000-03:00,00:24,✅,FUVEST 2018,Q86,Interpretação de Texto,,
2025-09-07T11:44:52.388000-03:00,01:26,❌,FUVEST 2018,Q85,Interpretação de Texto,,
2025-09-07T11:42:59.813000-03:00,00:40,✅,FUVEST 2018,Q84,Interpretação de Texto,,
2025-09-07T11:42:00.338000-03:00,02:09,❌,FUVEST 2018,Q83,Interpretação de Texto,,
2025-09-07T09:12:31.975000-03:00,00:41,✅,FUVEST 2018,Q82,Interpretação de Texto,,
2025-09-07T09:11:14.897000-03:00,00:12,✅,FUVEST 2018,Q81,Interpretação de Texto/Gramática,,
2025-09-07T09:10:44.850000-03:00,02:13,✅,FUVEST 2018,Q80,Interpretação de Texto,,
2025-09-06T16:24:38.277000-03:00,01:12,✅,FUVEST 2018,Q79,Interpretação de Texto,,
2025-09-06T16:22:43.871000-03:00,02:01,❌,FUVEST 2018,Q78,Interpretação de Texto,,
2025-09-06T16:20:13.571000-03:00,00:26,❌,FUVEST 2018,Q77,Gramática,,
2025-09-06T16:18:52.302000-03:00,01:23,✅,FUVEST 2018,Q76,Interpretação de Texto,naturalismo é muito descritivo/usa muitos sentidos,
2025-09-06T16:16:30.131000-03:00,01:13,❌,FUVEST 2018,Q75,Interpretação de Texto,,
2025-09-06T16:00:06.307000-03:00,04:54,☑️,FUVEST 2018,Q74,Interpretação de Texto,,
2025-09-06T15:54:52.800000-03:00,00:46,✅,FUVEST 2018,Q73,Interpretação de Texto,,
2025-09-06T15:53:36.652000-03:00,02:11,❌,FUVEST 2018,Q72,Interpretação de Texto,,
2025-09-05T23:46:09.307000-03:00,01:00,❌,POLIEDRO 1 2024,Q60,Interpretação de Texto,,
2025-09-04T11:32:38.043000-03:00,02:11,✅,FUVEST 2023 PROVA X,Q90,Álgebra,,
2025-09-04T10:22:23.572000-03:00,02:08,✅,FUVEST 2017,Q55,Biologia,,
2025-09-04T10:17:34.698000-03:00,00:48,✅,FUVEST 2017,Q54,Biologia,,
2025-09-04T10:12:38.414000-03:00,01:19,✅,FUVEST 2017,Q53,Biologia,,
2025-09-03T21:58:45.177000-03:00,00:46,✅,SAS 2019,Q50,Geografia,,
2025-08-31T19:49:11.116000-03:00,00:42,✅,FUVEST 2018,Q71,Gramática,,
2025-08-31T19:48:09.567000-03:00,01:38,✅,FUVEST 2018,Q70,Interpretação de Texto,,
2025-08-31T19:45:14.581000-03:00,00:55,✅,FUVEST 2018,Q69,Interpretação de Texto,,
2025-08-31T19:45:03.932000-03:00,01:34,❌,FUVEST 2018,Q68,História,"a revolução puritana (calvinistas da inglaterra) foi o conflito que acabou com o absolutismo na inglaterra em 1640, causada diretamente pela reforma protestante, já que os puritanos (calvinistas da inglaterra) rejeitavam a igreja católica tradicional. acreditavam que a vida devia ter uma moral rigorosa com trabalho árduo e disciplina pessoal, e na predestinação",
2025-08-31T19:34:40.847000-03:00,02:24,✅,FUVEST 2018,Q67,Interpretação de Texto,,
2025-08-31T19:31:50.617000-03:00,01:07,❌,FUVEST 2018,Q66,História,"o facismo e o futurismo valorizavam os avanços tecnológicos, a força e a guerra como desfecho natural",
2025-08-31T19:29:26.868000-03:00,01:19,✅,FUVEST 2018,Q65,História/Interpretação de Texto,,
2025-08-31T19:27:02.176000-03:00,01:45,❌,FUVEST 2018,Q64,História,,
2025-08-31T18:23:41.855000-03:00,02:28,❌,FUVEST 2018,Q63,História/Geografia,"portugal vivia uma ditadura militar desde 1926 com grande foco em investimento para manter suas colônias africanas. o processo de independência dessas colônias contribuiu fortemente pra portugal deixar esse regime, que também atravessava uma crise econômica, culminando na revolução dos cravos de 25 de abril de 1974",
2025-08-31T18:16:36.829000-03:00,02:12,❌,FUVEST 2018,Q62,História/Brasil Império/Interpretação de Texto,,
2025-08-31T18:11:56.713000-03:00,06:26,❌,FUVEST 2018,Q61,História/Brasil Colônia,,
2025-08-31T18:00:48.529000-03:00,01:37,❌,FUVEST 2018,Q60,História,a luta interna pelo poder entre os irmãos inca facilitou a conquista pelos espanhois. a principal atividade feita pelos escravos nessa época era a mineração,
2025-08-31T17:55:38.121000-03:00,04:37,❌,FUVEST 2018,Q59,História,,
2025-08-31T09:43:07.178000-03:00,04:31,❌,FUVEST 2018,Q58,História,,
2025-08-31T09:35:16.320000-03:00,03:31,✅,FUVEST 2018,Q57,Química/Interpretação de Texto,,
2025-08-31T09:30:00.715000-03:00,02:21,✅,FUVEST 2018,Q56,Geografia/Interpretação de Texto,,
2025-08-31T09:27:12.446000-03:00,02:27,✅,FUVEST 2018,Q55,Geografia/Interpretação de Texto,,
2025-08-31T09:23:17.866000-03:00,00:54,❌,FUVEST 2018,Q54,Geografia,,
2025-08-31T09:21:51.855000-03:00,04:00,✅,FUVEST 2018,Q53,Interpretação de Texto/História,,
2025-08-31T09:17:21.887000-03:00,01:20,✅,FUVEST 2018,Q52,Interpretação de Texto,,
2025-08-30T23:23:38.062000-03:00,02:56,✅,FUVEST 2018,Q51,Geografia,,
2025-08-30T18:46:02.308000-03:00,01:37,❌,FUVEST 2018,Q50,Geografia,,
2025-08-30T18:43:10.669000-03:00,01:34,✅,FUVEST 2018,Q49,Geografia/História,,
2025-08-30T18:38:26.673000-03:00,02:15,❌,FUVEST 2018,Q48,Geografia/Interpretação de Texto,,
2025-08-30T18:33:55.900000-03:00,04:24,❌,FUVEST 2018,Q47,Geografia,,
2025-08-30T18:15:03.747000-03:00,02:51,✅,FUVEST 2018,Q46,Biologia/Química,,
2025-08-30T14:28:43.645000-03:00,11:18,❌,FUVEST 2018,Q45,Genética/Biologia,,
2025-08-30T13:48:08.023000-03:00,02:14,❌,FUVEST 2018,Q44,Biologia,,
2025-08-30T13:34:53.136000-03:00,00:31,✅,FUVEST 2018,Q43,Biologia/Sistema Nervoso/Sistema Circulatório,,
2025-08-30T13:33:07.857000-03:00,01:04,✅,FUVEST 2018,Q42,Biologia/Botânica,,
2025-08-30T13:27:31.606000-03:00,01:18,❌,FUVEST 2018,Q41,Genética,,
2025-08-30T13:22:17.930000-03:00,02:23,❌,FUVEST 2018,Q40,Botânica/Biologia,,
2025-08-30T13:22:01.580000-03:00,03:36,❌,FUVEST 2018,Q39,Genética/Biologia,,
2025-08-30T13:10:05.876000-03:00,01:53,✅,FUVEST 2018,Q36,Sistema Circulatório/Biologia,⚠️,
2025-08-30T13:09:59.992000-03:00,02:48,✅,FUVEST 2018,Q37,Biologia/Botânica,,
2025-08-30T13:09:53.068000-03:00,00:52,❌,FUVEST 2018,Q38,Biologia/Fisiologia Humana,,
2025-08-30T09:26:55.958000-03:00,04:39,❌,FUVEST 2018,Q34,Cinemática,,
2025-08-29T21:17:30.526000-03:00,01:10,❌,FUVEST 2018,Q35,Biologia,a excreta dos insetos é o ácido úrico,
2025-08-29T20:43:23.963000-03:00,10:35,❌,FUVEST 2018,Q33,Geometria,em geometria sempre lembrar dos angulos que enxergam o dobro,
2025-08-29T20:43:17.270000-03:00,07:13,❌,FUVEST 2018,Q32,Funções/Números Complexos,,
2025-08-29T20:18:20.958000-03:00,04:08,✅,FUVEST 2018,Q31,Matemática Básica,,
2025-08-29T20:13:08.651000-03:00,02:05,✅,FUVEST 2018,Q30,Funções/Trigonometria,,
2025-08-29T20:07:29.106000-03:00,05:46,☑️,FUVEST 2018,Q29,Geometria/Trigonometria,a fórmula pra saber os ângulos internos de uma figura é (n-2)*180,
2025-08-29T19:00:33.436000-03:00,13:25,✅,FUVEST 2018,Q28,Funções,,
2025-08-28T21:03:55.001000-03:00,01:40,✅,UNESP 2021,Q05,Genética/Biologia,,
2025-08-26T22:25:49.139000-03:00,01:15,✅,ENEM 0000,Q06,Interpretação de Texto,,
2025-08-25T15:07:32.113000-03:00,08:55,☑️,FUVEST 2018,Q27,Matemática/Sistemas,,
2025-08-25T10:59:22.152000-03:00,09:06,❌,FUVEST 2018,Q26,Matemática/Geometria,⚠️,
2025-08-25T10:43:09.015000-03:00,05:12,❌,FUVEST 2018,Q25,Funções,,
2025-08-25T10:32:19.710000-03:00,10:29,❌,FUVEST 2018,Q24,Combinatória,,
2025-08-25T10:10:58.821000-03:00,02:15,✅,FUVEST 2018,Q23,Química/Interpretação de Texto,,
2025-08-25T10:07:32.098000-03:00,03:18,❌,FUVEST 2018,Q22,Química,,
2025-08-25T10:02:57.712000-03:00,02:28,✅,FUVEST 2018,Q21,Química/Análise de Gráfico,,
2025-08-25T09:59:28.546000-03:00,01:56,✅,FUVEST 2018,Q20,Química,,
2025-08-24T20:58:10.061000-03:00,08:54,❌,FUVEST 2018,Q19,Química,"o grupo alcool (R-OH) é levemente ácido porque o H+ pode sair do OH, virando O-",
2025-08-24T20:34:44.637000-03:00,03:12,✅,FUVEST 2018,Q18,Química,,
2025-08-24T17:35:52.257000-03:00,08:09,☑️,FUVEST 2018,Q17,Química,,
2025-08-24T17:26:48.939000-03:00,01:41,✅,FUVEST 2018,Q16,Química,,
2025-08-24T17:05:19.927000-03:00,12:40,❌,FUVEST 2018,Q15,Química,,
2025-08-24T16:46:43.470000-03:00,04:46,✅,FUVEST 2018,Q14,Química,,
2025-08-24T16:41:08.196000-03:00,05:14,✅,FUVEST 2018,Q13,Química,,
2025-08-24T12:21:01.277000-03:00,04:13,❌,FUVEST 2018,Q12,Química,"éter: heteroatomo (de oxigenio)
ester: esteira | _",
2025-08-24T11:09:52.425000-03:00,06:00,✅,FUVEST 2018,Q11,Elétrica,,
2025-08-24T10:44:51.819000-03:00,04:09,❌,FUVEST 2018,Q10,Elétrica,"a ddp CAI em um resistor; o resistor ""usa"" voltagem",
2025-08-24T10:36:40.362000-03:00,06:59,❌,FUVEST 2018,Q09,Eletroestática,,
2025-08-24T10:28:54.095000-03:00,01:08,✅,FUVEST 2018,Q08,Logaritmos/Radioatividade,,
2025-08-24T10:11:47.694000-03:00,08:23,❌,FUVEST 2018,Q07,Forças,sempre desenhar as forças,
2025-08-23T11:50:40.243000-03:00,00:29,✅,ENEM 2021,Q131,Química,,
2025-08-22T22:46:28.780000-03:00,07:33,❌,FUVEST 2018,Q06,Cinemática/Quantidade de Movimento/Energia,,
2025-08-22T22:34:38.980000-03:00,02:14,✅,FUVEST 2018,Q05,Análise de Gráfico/Ondas,,
2025-08-22T22:31:19.652000-03:00,02:11,✅,FUVEST 2018,Q04,Cinemática,,
2025-08-22T22:28:05.335000-03:00,06:19,✅,FUVEST 2018,Q03,Calorimetria,,
2025-08-22T21:45:21.735000-03:00,04:26,☑️,FUVEST 2018,Q02,Óptica,fiz tudo certo e esqueci de inverter no final,
2025-08-22T21:35:18.010000-03:00,03:28,✅,FUVEST 2018,Q01,Análise de Gráfico/Calorimetria,,
2025-08-22T16:42:20.771000-03:00,00:19,✅,UNICAMP 2015,Q33,Interpretação de Texto,,
2025-08-21T10:53:17.637000-03:00,04:00,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q180,Geometria,,
2025-08-21T10:52:41.925000-03:00,06:20,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q179,Análise de Gráfico/Álgebra,,
2025-08-21T10:35:13.190000-03:00,00:38,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q178,Interpretação de Texto/Matemática Básica,,
2025-08-20T15:54:43.783000-03:00,01:03,✅,ENEM 2021 CINZA,Q18,Interpretação de Texto,,
2025-08-19T22:33:33.692000-03:00,01:40,✅,SAS 0000,Q00,Matemática Básica,,
2025-08-18T22:45:07.377000-03:00,00:38,✅,SAS 0000,Q169,Matemática Básica,,
2025-08-17T14:34:01.090000-03:00,11:00,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q177,Funções,,
2025-08-16T16:19:01.072000-03:00,01:03,❌,SAS 3 2022,Q73,Geografia,,
2025-08-15T21:01:45.925000-03:00,02:41,❌,ENEM PPL 2016,Q00,Biologia,,
2025-08-14T23:13:06.234000-03:00,01:20,✅,SAS 2 2022,Q77,Interpretação de Texto Geografia/História,,
2025-08-13T12:27:17.002000-03:00,01:58,❌,SAS 1 2021,Q07,Interpretação de Texto,,
2025-08-12T21:40:02.742000-03:00,01:09,❌,ENEM 2015 PPL,Q00,Interpretação de Texto,,
2025-08-11T15:58:49.644000-03:00,00:13,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q176,Matemática Básica,,
2025-08-11T15:58:13.223000-03:00,00:59,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q175,Análise de Gráfico,,
2025-08-11T15:50:11.810000-03:00,03:13,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q174,Matemática Básica/Escalas,,
2025-08-11T15:25:58.344000-03:00,10:47,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q173,Geometria,,
2025-08-11T15:09:11.945000-03:00,02:19,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q172,Matemática Básica,,
2025-08-11T15:05:24.814000-03:00,00:16,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q171,Geometria,,
2025-08-11T15:03:35.886000-03:00,16:50,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q170,Matemática Básica,,
2025-08-11T14:40:29.486000-03:00,08:26,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q169,Progressões,,
2025-08-11T14:31:11.718000-03:00,04:40,☑️,ENEM 2024 PROVA 1 MATEMÁTICA,Q168,Análise de Gráfico,,
2025-08-11T14:23:08.381000-03:00,01:50,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q167,Matemática Básica,,
2025-08-11T14:20:56.028000-03:00,00:52,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q166,Matemática Básica,,
2025-08-11T14:19:02.724000-03:00,05:15,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q165,Combinatória,falta de atenção,
2025-08-10T17:07:24.342000-03:00,00:42,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q164,Matemática Básica/Médias,,
2025-08-10T17:05:22.192000-03:00,04:20,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q163,Matemática/Matemática Básica,,
2025-08-10T16:59:28.065000-03:00,01:05,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q162,Projeções/Matemática,,
2025-08-10T16:57:39.528000-03:00,08:03,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q161,Análise de Gráfico,,
2025-08-10T16:48:17.669000-03:00,02:21,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q160,Matemática Básica,,
2025-08-10T16:48:07.417000-03:00,16:56,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q159,Matemática Básica/Sistemas,,
2025-08-10T16:27:14.557000-03:00,00:33,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q158,Proporções/Matemática Básica,,
2025-08-10T16:26:15.094000-03:00,06:31,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q157,Matemática Básica,,
2025-08-10T16:17:57.882000-03:00,00:25,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q156,Funções/Matemática Básica,,
2025-08-10T16:17:10.017000-03:00,04:32,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q155,Geometria,,
2025-08-10T16:12:11.254000-03:00,00:49,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q154,Matemática Básica/Médias,,
2025-08-10T16:11:50.484000-03:00,01:29,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q153,Geometria/Análise de Gráfico,,
2025-08-10T16:08:35.321000-03:00,00:33,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q152,Funções,,
2025-08-10T16:07:42.360000-03:00,05:21,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q151,Geometria,,
2025-08-10T16:00:06.374000-03:00,07:06,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q150,Álgebra/Matemática Básica,,
2025-08-10T15:59:47.646000-03:00,10:27,☑️,ENEM 2024 PROVA 1 MATEMÁTICA,Q149,Combinatória,,
2025-08-10T12:17:21.349000-03:00,04:33,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q148,Cinemática,,
2025-08-09T15:03:34.385000-03:00,08:12,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q147,Geometria,,
2025-08-09T14:49:57.906000-03:00,02:55,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q146,Ondas/Análise de Gráfico,,
2025-08-09T14:14:59.039000-03:00,01:44,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q145,Geometria,falta de atenção/não li o enunciado o suficiente,
2025-08-09T13:59:31.815000-03:00,01:57,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q144,Geometria,falta de atenção,
2025-08-09T13:59:24.296000-03:00,08:04,❌,ENEM 2024 PROVA 1 MATEMÁTICA,Q143,Progressões,,
2025-08-09T13:43:30.553000-03:00,00:47,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q142,Matemática Básica,,
2025-08-09T13:42:26.292000-03:00,01:11,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q141,Álgebra,,
2025-08-09T13:40:34.080000-03:00,02:44,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q140,Combinatória/Matemática Básica,,
2025-08-09T07:33:13.042000-03:00,00:32,✅,SAS 1 2024,Q00,História/Interpretação de Texto,"barroco tem como foco o contraste entre o bem e o mal, claro e escuro",
2025-08-08T21:14:28.191000-03:00,00:43,✅,ENEM 0000,Q109,Química,,
2025-08-07T19:55:24.482000-03:00,00:26,❌,ENEM PPL 2016,Q04,Interpretação de Texto/História,,
2025-08-06T09:16:23.831000-03:00,03:00,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q139,Combinatória,⚠️  rever,
2025-08-06T09:16:12.355000-03:00,03:34,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q138,Matemática Básica/Proporções,,
2025-08-06T09:16:08.882000-03:00,00:28,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q137,Médias,,
2025-08-06T09:16:05.643000-03:00,02:20,✅,ENEM 2024 PROVA 1 MATEMÁTICA,Q136,Funções/Sistemas,,
2025-08-04T21:46:05.934000-03:00,04:34,✅,ENEM 2024 MATEMÁTICA,Q180,Progressões,,
2025-08-04T21:46:02.047000-03:00,10:30,❌,ENEM 2024 MATEMÁTICA,Q179,Matemática Básica,acertei tudo e errei quando fui marcar porque esqueci do enunciado,
2025-08-04T21:45:58.657000-03:00,03:49,✅,ENEM 2024 MATEMÁTICA,Q178,Análise de Gráfico,,
2025-08-04T21:45:55.705000-03:00,01:23,✅,ENEM 2024 MATEMÁTICA,Q177,Matemática Básica/Escalas,,
2025-08-04T21:45:52.670000-03:00,13:56,❌,ENEM 2024 MATEMÁTICA,Q176,Geometria,questão legal,
2025-08-04T21:45:50.119000-03:00,01:13,✅,ENEM 2024 MATEMÁTICA,Q175,Matemática Básica,,
2025-08-04T21:45:46.974000-03:00,02:40,✅,ENEM 2024 MATEMÁTICA,Q174,Matemática Básica/Escalas,,
2025-08-04T21:45:41.180000-03:00,00:22,✅,ENEM 2024 MATEMÁTICA,Q173,Matemática Básica,,
2025-08-04T21:45:37.876000-03:00,06:51,❌,ENEM 2024 MATEMÁTICA,Q172,Matemática Básica,,
2025-08-04T21:45:34.904000-03:00,01:51,☑️,ENEM 2024 MATEMÁTICA,Q171,Matemática Básica,copiei uma coisa errado,
2025-08-04T21:45:31.932000-03:00,01:06,✅,ENEM 2024 MATEMÁTICA,Q170,Progressões,,
2025-08-04T21:45:29.214000-03:00,02:18,☑️,ENEM 2024 MATEMÁTICA,Q169,Matemática,,
2025-08-04T21:45:26.401000-03:00,07:53,❌,ENEM 2024 MATEMÁTICA,Q168,Matemática Básica,,
2025-08-04T21:45:23.972000-03:00,03:42,❌,ENEM 2024 MATEMÁTICA,Q167,Matemática Básica,errei divisão,
2025-08-04T21:45:19.483000-03:00,10:42,✅,ENEM 2024 MATEMÁTICA,Q166,Matemática Básica,,
2025-08-03T21:51:58.184000-03:00,00:48,❌,ENEM,Q96,Química,pesquisar decantação ⚠️,https://cdn.discordapp.com/attachments/1340776915451252776/1401729342521872537/20250803_215134.jpg?ex=6936212e&is=6934cfae&hm=1a8537899a79270e028e8299bb9213879c6e44840c92a26e677c89b9c0266426&
2025-08-02T22:02:13.058000-03:00,01:32,✅,ENEM 2024 NATUREZA,Q91,Doenças/Biologia,,
2025-08-01T17:42:30.497000-03:00,00:50,✅,ENEM 2024 MATEMÁTICA,Q165,Geometria,,
2025-08-01T17:41:20.193000-03:00,02:54,✅,ENEM 2024 MATEMÁTICA,Q164,Geometria,,
2025-08-01T17:38:02.209000-03:00,05:45,✅,ENEM 2024 MATEMÁTICA,Q163,Combinatória,,
2025-08-01T17:31:56.251000-03:00,01:50,✅,ENEM 2024 MATEMÁTICA,Q162,Matemática Básica/Cinemática,,
2025-08-01T17:28:22.235000-03:00,11:11,✅,ENEM 2024 MATEMÁTICA,Q161,Geometria,,
2025-08-01T17:16:46.961000-03:00,01:15,✅,ENEM 2024 MATEMÁTICA,Q160,Logaritmos/Matemática Básica,,
2025-08-01T17:15:08.402000-03:00,01:51,✅,ENEM 2024 MATEMÁTICA,Q159,Geometria,triângulo escaleno é que tem todos os lados e ângulos diferentes,
2025-08-01T17:12:43.468000-03:00,01:53,✅,ENEM 2024 MATEMÁTICA,Q158,Funções/Análise de Gráfico/Geometria,,
2025-08-01T17:10:22.645000-03:00,01:37,✅,ENEM 2024 MATEMÁTICA,Q157,Funções/Análise de Gráfico,,
2025-08-01T17:07:33.657000-03:00,02:24,✅,ENEM 2024 MATEMÁTICA,Q156,Matemática Básica/Proporções,,
2025-08-01T17:04:46.523000-03:00,02:34,✅,ENEM 2024 MATEMÁTICA,Q155,Matemática Básica,,
2025-08-01T17:01:45.381000-03:00,02:50,✅,ENEM 2024 MATEMÁTICA,Q154,Matemática Básica,,
2025-08-01T16:58:19.332000-03:00,05:20,✅,ENEM 2024 MATEMÁTICA,Q153,Matemática Básica/Proporções,,
2025-08-01T16:52:08.756000-03:00,00:23,✅,ENEM 2024 MATEMÁTICA,Q152,Matemática Básica,,
2025-08-01T16:49:50.375000-03:00,03:36,✅,ENEM 2024 MATEMÁTICA,Q151,Matemática Básica/Funções,,
2025-08-01T08:09:47.880000-03:00,00:43,❌,ENEM,Q133,Doenças,,
2025-07-30T20:51:02.372000-03:00,04:00,☑️,ENEM 2024 MATEMÁTICA,Q149,Matemática Básica,,
2025-07-30T20:50:43.199000-03:00,03:49,☑️,ENEM 2024 MATEMÁTICA,Q142,Matemática Básica,,
2025-07-30T20:50:30.440000-03:00,03:15,❌,ENEM 2024 MATEMÁTICA,Q139,Proporções,,
2025-07-30T20:50:14.065000-03:00,08:30,✅,ENEM 2024 MATEMÁTICA,Q150,Matemática Básica,,
2025-07-30T20:49:51.608000-03:00,03:00,✅,ENEM 2024 MATEMÁTICA,Q148,Geometria,,
2025-07-30T20:49:35.609000-03:00,01:56,✅,ENEM 2024 MATEMÁTICA,Q147,Análise de Gráfico,,
2025-07-30T20:49:15.847000-03:00,12:02,✅,ENEM 2024 MATEMÁTICA,Q146,Matemática Básica,ddemorei porque eu nao entendi a questão e provavelmente foi culpa da escrita do enem,
2025-07-30T20:49:00.490000-03:00,04:20,✅,ENEM 2024 MATEMÁTICA,Q145,Funções,,
2025-07-30T20:48:49.308000-03:00,00:59,✅,ENEM 2024 MATEMÁTICA,Q144,Funções,,
2025-07-30T20:48:38.986000-03:00,00:46,✅,ENEM 2024 MATEMÁTICA,Q143,Análise de Gráfico/Energia,,
2025-07-30T20:48:14.762000-03:00,04:23,✅,ENEM 2024 MATEMÁTICA,Q141,Matemática Básica,,
2025-07-30T20:48:00.541000-03:00,02:15,✅,ENEM 2024 MATEMÁTICA,Q140,Matemática Básica,,
2025-07-30T20:47:43.151000-03:00,09:40,✅,ENEM 2024 MATEMÁTICA,Q138,Matemática Básica,,
2025-07-30T20:47:23.929000-03:00,03:49,✅,ENEM 2024 MATEMÁTICA,Q137,Médias/Análise de Gráfico,,
2025-07-30T20:47:03.662000-03:00,05:16,✅,ENEM 2024 MATEMÁTICA,Q136,Matemática Básica/Proporções,,
2025-07-29T17:58:20.273000-03:00,02:12,✅,OBJETIVO SIMULADO ENEM 2025 MATEMÁTICA,Q160,Interpretação de Texto/Proporções,,
2025-07-29T17:47:07.883000-03:00,01:11,✅,OBJETIVO SIMULADO ENEM 2025 MATEMÁTICA,Q180,Matemática Básica,,
